178	17	113	1	0.00913	0.0301	0.00768	175
179	32	113	1	0.0615	0.203	0.0518	500
180	32	114	1	0.0135	0.0612	0.01628	175
181	27	115	1	0.0164	0.0741	0.01972	175
182	114	115	1	0.0023	0.0104	0.00276	175
183	68	116	1	0.00034	0.00405	0.164	500
184	12	117	1	0.0329	0.14	0.0358	175
185	75	118	1	0.0145	0.0481	0.01198	175
186	76	118	1	0.0164	0.0544	0.01356	175
0
# 变压器支路数据  起始节点 终节点 *** 支路电阻  支路电抗   ***  支路传输功率上界  变压器变比K
1	8	5	1	0	0.0267	0	500     0.985
2	26	25	1	0	0.0382	0	500     0.96
3	30	17	1	0	0.0388	0	500     0.96
4	38	37	1	0	0.0375	0	500     0.935
5	63	59	1	0	0.0386	0	500     0.96
6	64	61	1	0	0.0268	0	500     0.985
7	65	66	1	0	0.037	0	500     0.935
8	68	69	1	0	0.037	0	500     0.935
9	81	80	1	0	0.037	0	500     0.935
0
# T时段负荷  总有功  总无功 *** *** *** *** ***
1	4200	1623.47	42	42	84	84	210
2	3960	1530.70	39.6	39.6	79.2	79.2	198
3	3480	1345.16	34.8	34.8	69.6	69.6	174
4	2400	927.70	24	24	48	48	120
5	3000	1159.62	30	30	60	60	150
6	3600	1391.54	36	36	72	72	180
7	4200	1623.47	42	42	84	84	210
8	4680	1809.01	46.8	46.8	93.6	93.6	234
9	4920	1901.78	49.2	49.2	98.4	98.4	246
10	5280	2040.93	52.8	52.8	105.6	105.6	264
11	5340	2064.12	53.4	53.4	106.8	106.8	267
12	5040	1948.16	50.4	50.4	100.8	100.8	252
13	4800	1855.39	48	48	96	96	240
14	4560	1762.62	45.6	45.6	91.2	91.2	228
15	5280	2040.93	52.8	52.8	105.6	105.6	264
16	5400	2087.31	54	54	108	108	270
17	5100	1971.35	51	51	102	102	255
18	5340	2064.12	53.4	53.4	106.8	106.8	267
19	5640	2180.08	56.4	56.4	112.8	112.8	282
20	5880	2272.85	58.8	58.8	117.6	117.6	294
21	6000	2319.24	60	60	120	120	300
22	5400	2087.31	54	54	108	108	270
23	5220	2017.74	52.2	52.2	104.4	104.4	261
24	4920	1901.78	49.2	49.2	98.4	98.4	246
0
# 节点负荷数据  节点编号  节点有功负荷 节点无功负荷
1	54.14	8.66
2	21.23	9.55
3	41.4	10.62
4	31.85	12.74
6	55.2	23.35
7	20.17	2.12
11	74.31	24.42
12	49.89	10.62
13	36.09	16.99
14	14.86	1.06
15	95.54	31.85
16	26.54	10.62
17	11.68	3.18
18	63.69	36.09
19	47.77	26.54
20	19.11	3.18
21	14.86	8.49
22	10.62	5.31
23	7.43	3.18
27	65.82	13.8
28	18.05	7.43
29	25.48	4.25
31	45.65	28.66
32	62.63	24.42
33	24.42	9.55
34	62.63	27.6
35	35.03	9.55
36	32.91	18.05
39	27	11
40	20	23
41	37	10
42	37	23
43	18	7
44	16	8
45	53	22
46	28	10
47	34	0
48	20	11
49	87	30
50	17	4
51	17	8
52	18	5
53	23	11
54	113	32
55	63	22
56	84	18
57	12	3
58	12	3
59	277	113
60	78	3
62	77	14
66	39	18
67	28	7
70	66	20
74	68	27
75	47	11
76	68	36
77	61	28
78	71	26
79	39	32
80	130	26
82	54	27
83	20	10
84	11	7
85	24	15
86	21	10
88	48	10
90	78	42
92	65	10
93	12	7
94	30	16
95	42	31
96	38	15
97	15	9
98	34	8
100	37	18
101	22	15
102	5	3
103	23	16
104	38	25
105	31	26
106	43	16
107	28	12
108	2	1
109	8	3
110	39	30
112	25	13
114	8.49	3.18
115	23.35	7.43
117	21.23	8.49
118	33	15
